Dataset,Num nodes,Enc,Dec,Emb loss,Emb loss std,Mean mean,Mean std,Std mean,Std std,Best mean,Best std,Bad time,Enc time,Dec time
random_tree,64,Direct,NJ,-1.0,0.0,139.57112305616593,13.765356945287614,-1.0,0.0,139.57112305616593,13.765356945287614,0.0,-1.0,0.2163457870483398
random_tree,64,Direct,TreeRep,-1.0,0.0,265.65887065938085,22.258313228315068,64.83567115419912,19.420105037974462,167.59921061718762,12.708824688464755,0.0,-1.0,0.4793899059295654
random_tree,64,Direct,single,-1.0,0.0,379.1489470465356,47.06499686874512,-1.0,0.0,379.1489470465356,47.06499686874512,0.0,-1.0,0.0003769397735595
random_tree,64,Direct,complete,-1.0,0.0,376.2459627708121,96.67193619658691,-1.0,0.0,376.2459627708121,96.67193619658691,0.0,-1.0,0.0004341602325439
random_tree,64,Direct,average,-1.0,0.0,148.68453896240902,33.78455957272152,-1.0,0.0,148.68453896240902,33.78455957272152,0.0,-1.0,0.0004312992095947
random_tree,64,Direct,weighted,-1.0,0.0,162.3568830564906,47.52313443189052,-1.0,0.0,162.3568830564906,47.52313443189052,0.0,-1.0,0.0004081726074218
random_tree,64,Direct,centroid,-1.0,0.0,217.90420310650873,15.041463024598634,-1.0,0.0,217.90420310650873,15.041463024598634,0.0,-1.0,0.0004386901855468
random_tree,64,Direct,median,-1.0,0.0,223.9187093685964,6.494014968006349,-1.0,0.0,223.9187093685964,6.494014968006349,0.0,-1.0,0.0004706382751464
random_tree,64,Hyp,NJ,32.9277666302004,3.0007219126387787,117.19150384642182,6.697754156060758,-1.0,0.0,117.19150384642182,6.697754156060758,0.0,160.1148021221161,0.3238410949707031
random_tree,64,Hyp,TreeRep,32.9277666302004,3.0007219126387787,223.7931966139922,13.626644089083882,55.189365030165874,16.497046472525348,150.37989661918394,7.429874522402695,0.0,0.0690884590148925,0.5833365321159363
random_tree,64,Hyp,single,32.9277666302004,3.0007219126387787,370.5576092798057,50.13945391271204,-1.0,0.0,370.5576092798057,50.13945391271204,0.0,0.0699989795684814,0.0004220008850097
random_tree,64,Hyp,complete,32.9277666302004,3.0007219126387787,355.54630938217065,130.0036385604515,-1.0,0.0,355.54630938217065,130.0036385604515,0.0,0.0681605339050293,0.0004458427429199
random_tree,64,Hyp,average,32.9277666302004,3.0007219126387787,149.8395931464603,30.712015876984793,-1.0,0.0,149.8395931464603,30.712015876984793,0.0,0.0699687004089355,0.0004527568817138
random_tree,64,Hyp,weighted,32.9277666302004,3.0007219126387787,150.8668522107179,30.491796727739438,-1.0,0.0,150.8668522107179,30.491796727739438,0.0,0.0797080993652343,0.0005559921264648
random_tree,64,Hyp,centroid,32.9277666302004,3.0007219126387787,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0770502090454101,-1.0
random_tree,64,Hyp,median,32.9277666302004,3.0007219126387787,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0584990978240966,-1.0
