Dataset,Num nodes,Enc,Dec,Emb loss,Mean,Std,Best,Bad time,Enc time,Dec time
glass,64,Hyp,NJ,25.52939688716001,45.82696247915872,-1.0,45.82696247915872,0.0,825.4212412834167,0.4213869571685791
glass,64,Hyp,NJ,25.53420029152412,45.74686629020599,-1.0,45.74686629020599,0.0,831.5947043895721,0.5495822429656982
glass,64,Hyp,NJ,25.532554115003023,45.870125396513416,-1.0,45.870125396513416,0.0,845.8201534748077,0.4404149055480957
glass,64,Hyp,NJ,25.53120161683492,38.63055298166197,-1.0,38.63055298166197,0.0,861.3182442188263,0.5329024791717529
glass,64,Hyp,NJ,25.53404106016753,45.82446624712177,-1.0,45.82446624712177,0.0,858.8222804069519,0.4617021083831787
glass,64,Hyp,NJ,25.53036245656934,45.83026429449941,-1.0,45.83026429449941,0.0,854.9253747463226,0.43572402000427246
glass,64,Hyp,NJ,25.529827919370042,45.81269373540489,-1.0,45.81269373540489,0.0,856.9031114578247,0.5202267169952393
glass,64,Hyp,NJ,25.53174136110481,45.78196555575743,-1.0,45.78196555575743,0.0,862.5027768611908,0.4463930130004883
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.5046062469482422
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.3775925636291504
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.5697338581085205
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.4158310890197754
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.5310709476470947
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.4629092216491699
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.436506986618042
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.45859360694885254
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.39107561111450195
segmentation,64,Direct,NJ,-1.0,58.07151720618563,-1.0,58.07151720618563,0.0,-1.0,0.4349088668823242
segmentation,64,Hyp,NJ,18.194712972978717,24.691240531263887,-1.0,24.691240531263887,0.0,887.8100154399872,0.463336706161499
segmentation,64,Hyp,NJ,18.19036185832474,24.595968030257445,-1.0,24.595968030257445,0.0,882.9839098453522,0.7257397174835205
segmentation,64,Hyp,NJ,18.190004136131737,24.324985495745832,-1.0,24.324985495745832,0.0,906.049339056015,0.45032715797424316
segmentation,64,Hyp,NJ,18.190901876160478,24.250501373302473,-1.0,24.250501373302473,0.0,909.8385741710663,0.5930225849151611
segmentation,64,Hyp,NJ,18.18857974977195,24.239130373653538,-1.0,24.239130373653538,0.0,900.3570668697357,0.4305241107940674
segmentation,64,Hyp,NJ,18.193677202857913,24.376093219603977,-1.0,24.376093219603977,0.0,906.3349752426147,0.4357278347015381
segmentation,64,Hyp,NJ,18.19053278735105,24.262885563666494,-1.0,24.262885563666494,0.0,911.5158097743988,0.6069650650024414
segmentation,64,Hyp,NJ,18.19121737628407,24.40582690255907,-1.0,24.40582690255907,0.0,920.8826842308044,0.42546939849853516
segmentation,64,Hyp,NJ,18.191169969020454,24.428730607904935,-1.0,24.428730607904935,0.0,929.6513772010803,0.5437827110290527
segmentation,64,Hyp,NJ,18.18817537368297,24.2605035107577,-1.0,24.2605035107577,0.0,927.0790972709656,0.4519693851470947
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,306.04362535476685
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,294.03407859802246
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,295.70915484428406
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,293.69650506973267
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,301.81678771972656
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,291.6693584918976
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,289.52927803993225
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,290.3323154449463
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,290.8255422115326
spambase,64,Direct,NJ,-1.0,1008.6002888360197,-1.0,1008.6002888360197,0.0,-1.0,291.126259803772
spambase,64,Hyp,NJ,255.22696803130466,377.93646083957384,-1.0,377.93646083957384,0.0,2670.036365032196,290.62734627723694
spambase,64,Hyp,NJ,254.8885228320694,377.14891530350417,-1.0,377.14891530350417,0.0,2704.748648405075,295.3412480354309
spambase,64,Hyp,NJ,255.93995287342295,390.44520332237084,-1.0,390.44520332237084,0.0,2704.4489278793335,295.54184436798096
spambase,64,Hyp,NJ,255.20432392984685,377.194017207905,-1.0,377.194017207905,0.0,2663.291163444519,288.47726011276245
spambase,64,Hyp,NJ,255.64168584609587,379.79985326585864,-1.0,379.79985326585864,0.0,2664.3608345985413,294.49884963035583
spambase,64,Hyp,NJ,256.43500860433926,378.4295509126496,-1.0,378.4295509126496,0.0,2684.6105604171753,295.4889438152313
spambase,64,Hyp,NJ,256.49112034979845,377.21380736134046,-1.0,377.21380736134046,0.0,2677.392751932144,286.5633614063263
spambase,64,Hyp,NJ,255.70912009730316,374.7069141118832,-1.0,374.7069141118832,0.0,2646.80713391304,287.3036136627197
spambase,64,Hyp,NJ,256.068637795976,380.0989516510711,-1.0,380.0989516510711,0.0,2645.423772096634,295.47250509262085
spambase,64,Hyp,NJ,255.28098733824953,375.80758067128625,-1.0,375.80758067128625,0.0,2662.577647924423,295.82132625579834
Namespace(Normalization=False, anneal_every=50, anneal_factor=1.0, batch_size=100000, burnin=1, burnin_factor=10, c=1.0, check_tree=False, dataset='spambase', dec_method='NJ', dec_repeat=20, dtype='double', enc_method='Hyp', epochs=50, eval_every=1, fast_decoding=1, init_size=1e-06, learning_rate=0.001, max_scale=0.999, num_nodes=64, num_samples=-1, optimizer='RAdam', p=2, patience=5, rank=16, save=False, save_dist=False, scaling_factor=1.0, seed=10, temperature=0.01, verbose=True)
